Title,Price,Area,Location
Hillside - House,"$230,000",2 bathrooms,bulawayo south
North Trenance - House,"$60,000",2141 m²,bulawayo north
Budiriro - House,"$35,000",300 m²,harare high density
Raffingora - House,"$135,000",5773 m²,raffingora
Queens Park West - House,"$32,000",1000 m²,bulawayo north
Old Windsor - House,"$65,000",800 m²,ruwa
Haig Park - House,"$100,000",964 m²,harare west
Old Windsor - House,"$160,000",5000 m²,ruwa
Belgravia - House,"$950,000",3331 m²,harare north
Hatfield - House,"$145,000",4200 m²,harare south
Mandara - House,"$360,000",4085 m²,harare east
Charlotte Brooke - House,"$48,000",1200 m²,harare north
"Westgate - House, House","$165,000",3200 m²,harare west
"Avondale - The Ridge - House, House","$970,000",4047 m²,harare west
Glaudina - House,"$58,000",300 m²,harare west
"Dzivarasekwa - House, Townhouse Complex","$17,500",300 m²,harare high density
Ruwa - House,"$90,000",500 m²,ruwa
Ballantyne Park - House,"$750,000",4047 m²,harare north
Shawasha Hills - House,"$380,000",2100 m²,harare north
Msasa Park - House,"$59,000",420 m²,harare south
Helensvale - House,"$1,000,000",3 bathrooms,harare north
Borrowdale Brooke - House,"$1,350,000",2000 m²,harare north
Vainona - House,"$390,000",2200 m²,harare north
Windsor Park - House,"$120,000",2000 m²,ruwa
"Aspindale Park - House, Townhouse Complex","$48,000",200 m²,harare west
Belvedere - House,"$197,000",1350 m²,harare west
Westgate - House,"$145,000",420 m²,harare west
Mainway Meadows - House,"$100,000",570 m²,harare south
Damofalls - House,"$50,000",400 m²,damofalls
Palmerston - House,"$120,000",1800 m²,mutare
Bulawayo City Centre - House,"$140,000",747 m²,bulawayo cbd industrial
Glen Lorne - House,"$320,000",16188 m²,harare north
New Marlborough - House,"$145,000",2021 m²,harare west
Mkoba - House,"$15,000",150 m²,gweru
"Borrowdale - House, Townhouse Complex","$320,000",4000 m²,harare north
Budiriro - House,"$43,000",300 m²,harare high density
Mt Pleasant Heights - House,"$210,000",18000 m²,harare west
Glen Lorne - House,"$2,300,000",28328 m²,harare north
Norton - House,"$50,000",2000 m²,norton
Cranborne - House,"$100,000",714 m²,harare south
"Masvingo - House, House","$180,000",2516 m²,masvingo
Masvingo - House,"$16,000",300 m²,masvingo
Chitungwiza - House,"$25,000",200 m²,chitungwiza
Marlborough - House,"$180,000",3330 m²,harare west
"Budiriro - House, Townhouse Complex","$27,000",300 m²,harare high density
Glen View - House,"$38,000",250 m²,harare high density
Waterfalls - House,"$150,000",1 m²,harare south
Hatfield - House,"$70,000",2016 m²,harare south
Eastlea - House,"$160,000",2000 m²,harare east
Bulawayo City Centre - House,"$120,000",3 bedrooms,bulawayo cbd industrial
Glen Lorne - House,"$550,000",9400 m²,harare north
Greendale - House,"$175,000",2000 m²,harare east
Fortunes Gate - House,"$120,000",2 bathrooms,bulawayo east
Borrowdale - House,"$850,000",17000 m²,harare north
Greystone Park - House,"$760,000",4041 m²,harare north
New Marlborough - House,"$180,000",2000 m²,harare west
Old Windsor - House,"$173,000",4954 m²,ruwa
Greystone Park - House,"$850,000",9000 m²,harare north
Binga - House,"$70,000",1 m²,binga
Avonlea - House,"$160,000",1259 m²,harare west
"Greendale - House, Townhouse Complex","$140,000",1520 m²,harare east
Fortunes Gate - House,"$250,000",3 bedrooms,bulawayo east
Zengeza - House,"$27,000",135 m²,chitungwiza
Tynwald - House,"$42,000",189 m²,harare west
Ashdown Park - House,"$132,000",998 m²,harare west
Prospect - House,"$120,000",1882 m²,harare south
Glen View - House,"$35,000",300 m²,harare high density
Barham Green - House,"$60,000",852 m²,bulawayo south
Borrowdale West - House,"$320,000",2100 m²,harare north
Gletwin Park - House,"$220,000",3500 m²,harare north
"Hogerty Hill - House, Townhouse Complex","$285,000",500 m²,harare north
Woodlands - House,"$160,000",1 m²,bulawayo east
Glen View - House,"$37,000",300 m²,harare high density
Norton - House,"$48,000",2600 m²,norton
Norton - House,"$95,000",900 m²,norton
Braeside - House,"$125,000",1625 m²,harare south
"Avondale West - House, Townhouse Complex","$220,000",200 m²,harare west
Waterfalls - House,"$80,000",1500 m²,harare south
Crowborough - House,"$55,000",300 m²,harare high density
Manyame Park - House,"$20,000",160 m²,chitungwiza
Borrowdale Brooke - House,"$860,000",1435 m²,harare north
Dzivarasekwa - House,"$55,000",600 m²,harare high density
Hatfield - House,"$220,000",5500 m²,harare south
Borrowdale Brooke - House,"$860,000",1458 m²,harare north
Warren Park - House,"$55,000",250 m²,harare high density
Chitungwiza - House,"$23,000",200 m²,chitungwiza
Eastlea - House,"$240,000",1348 m²,harare east
Cold Comfort - House,"$75,000",400 m²,harare west
Haydon Park - House,"$85,000",890 m²,harare west
St. Martins - House,"$115,000",720 m²,harare south
Tynwald - House,"$90,000",400 m²,harare west
Helensvale - House,"$135,000",3000 m²,harare north
Eastvale - House,"$100,000",1465 m²,masvingo
Glen Lorne - House,"$1,100,000",16188 m²,harare north
Victoria Falls - House,"$60,000",490 m²,victoria falls
Hogerty Hill - House,"$350,000",4500 m²,harare north
Avondale West - House,"$150,000",1500 m²,harare west
Budiriro - House,"$32,000",400 m²,harare high density
Zengeza - House,"$27,000",300 m²,chitungwiza
Eastlea - House,"$550,000",2000 m²,harare east
Glen View - House,"$40,000",400 m²,harare high density
"Newlands - House, Townhouse Complex","$180,000",3700 m²,harare north
Crowborough - House,"$43,000",450 m²,harare high density
Tynwald - House,"$80,000",500 m²,harare west
Crowhill Views - House,"$43,000",1000 m²,harare north
Glaudina - House,"$65,000",300 m²,harare west
Parktown - House,"$95,000",2300 m²,harare south
Glen View - House,"$35,000",250 m²,harare high density
Budiriro - House,"$47,625",282 m²,harare high density
"Greendale - House, Townhouse Complex","$110,000",1847 m²,harare east
Mainway Meadows - House,"$52,000",500 m²,harare south
Glen Lorne - House,"$500,000",9499 m²,harare north
Aspindale Park - House,"$75,000",200 m²,harare west
Dangamvura - House,"$17,000",202 m²,mutare
Manresa - House,"$130,000",996 m²,harare east
Chisipite - House,"$490,000",4000 m²,harare north
Houghton Park - House,"$61,000",513 m²,harare south
Gunhill - House,"$230,000",2398 m²,harare north
Philadelphia - House,"$250,000",8700 m²,harare north
Zengeza - House,"$55,000",300 m²,chitungwiza
"Msasa Park - House, House","$78,000",507 m²,harare south
Damofalls - House,"$32,000",200 m²,damofalls
Marimba Park - House,"$68,000",1500 m²,harare high density
Paddonhurst - House,"$120,000",750 m²,bulawayo north
Glen View - House,"$36,000",300 m²,harare high density
Crowhill Views - House,"$200,000",1000 m²,harare north
Masvingo - House,"$12,000",264 m²,masvingo
Gletwin Park - House,"$225,000",2000 m²,harare north
Charlotte Brooke - House,"$180,000",1500 m²,harare north
Zimre Park - House,"$70,000",916 m²,harare east
Braeside - House,"$104,000",1060 m²,harare south
Sandton Park - House,"$75,000",1631 m²,harare west
New Marlborough - House,"$165,000",1500 m²,harare west
Zengeza - House,"$35,000",300 m²,chitungwiza
Sunridge - House,"$160,000",1353 m²,harare west
Budiriro - House,"$42,000",300 m²,harare high density
Tynwald - House,"$88,000",800 m²,harare west
Manyame Park - House,"$23,000",200 m²,chitungwiza
Upper Hillside - House,"$210,000",1729 m²,harare east
Mainway Meadows - House,"$85,000",480 m²,harare south
Cold Comfort - House,"$100,000",2753 m²,harare west
Helensvale - House,"$650,000",4695 m²,harare north
Kingsdale - House,"$51,000",4046 m²,bulawayo north
Chisipite - House,"$480,000",4100 m²,harare north
Manyame Park - House,"$40,000",200 m²,chitungwiza
Cowdray Park - House,"$20,000",200 m²,bulawayo high density
Florida - House,"$75,000",2000 m²,mutare
Avenues - House,"$100,000",1115 m²,mutare
Chitungwiza - House,"$35,000",239 m²,chitungwiza
Madokero - House,"$115,000",450 m²,harare west
Kuwadzana - House,"$20,000",300 m²,harare high density
Budiriro - House,"$28,000",336 m²,harare high density
Ruwa - House,"$120,000",400 m²,ruwa
Crowhill Views - House,"$55,000",1000 m²,harare north
Southview Park - House,"$25,000",240 m²,harare south
Tafara - House,"$35,000",227 m²,harare high density
Mufakose - House,"$28,500",330 m²,harare high density
Greendale North - House,"$380,000",4048 m²,harare north
Ruwa - House,"$95,000",300 m²,ruwa
Windsor Park - House,"$135,000",2000 m²,ruwa
"Bluff Hill - House, Townhouse Complex","$150,000",2 bathrooms,harare west
"Strathaven - House, Townhouse Complex","$180,000",450 m²,harare west
Westgate - House,"$160,000",923 m²,harare west
Ruwa - House,"$45,000",350 m²,ruwa
Zengeza - House,"$18,000",180 m²,chitungwiza
New Marlborough - House,"$120,000",700 m²,harare west
Mount Pleasant - House,"$299,000",2 bathrooms,harare north
Highfield - House,"$50,000",300 m²,harare high density
Milton Park - House,"$195,000",2023 m²,harare west
Old Windsor - House,"$75,000",1075 m²,ruwa
Waterfalls - House,"$120,000",4048 m²,harare south
Dzivarasekwa - House,"$25,000",150 m²,harare high density
Marimba Park - House,"$75,000",1200 m²,harare high density
Ruwa - House,"$50,000",300 m²,ruwa
Sauerstown - House,"$65,000",1915 m²,bulawayo north
Shawasha Hills - House,"$370,000",2100 m²,harare north
Tynwald - House,"$100,000",420 m²,harare west
Warren Park - House,"$60,000",300 m²,harare high density
Sunningdale - House,"$40,000",300 m²,harare high density
Waterfalls - House,"$80,000",500 m²,harare south
Norton - House,"$18,000",215 m²,norton
Old Windsor - House,"$140,000",2000 m²,ruwa
Zengeza - House,"$23,000",300 m²,chitungwiza
Waterfalls - House,"$145,000",4440 m²,harare south
"Victoria Falls - House, Townhouse Complex","$35,000",200 m²,victoria falls
Kuwadzana - House,"$20,000",150 m²,harare high density
Budiriro - House,"$26,000",300 m²,harare high density
"Crowborough - House, House","$28,000",200 m²,harare high density
Budiriro - House,"$40,000",600 m²,harare high density
Chitungwiza - House,"$35,000",440 m²,chitungwiza
Chitungwiza - House,"$45,000",504 m²,chitungwiza
Eastlea - House,"$220,000",1000 m²,harare east
Dzivarasekwa - House,"$22,000",300 m²,harare high density
Zimre Park - House,"$115,000",960 m²,harare east
Kariba - House,"$60,000",1722 m²,kariba
Marlborough - House,"$90,000",2012 m²,harare west
KweKwe - House,"$31,000",2 bedrooms,kwekwe
Kadoma - House,"$27,000",200 m²,kadoma
Milton Park - House,"$200,000",1500 m²,harare west
Greenside - House,"$140,000",35000 m²,mutare
Redcliff - House,"$60,000",5101 m²,redcliff
Pumula South - House,"$45,000",350 m²,bulawayo high density
"Marlborough - House, Townhouse Complex","$195,000",500 m²,harare west
"Mount Pleasant - House, Townhouse Complex","$280,000",4 bathrooms,harare north
Haig Park - House,"$120,000",900 m²,harare west
Philadelphia - House,"$145,000",2800 m²,harare north
Vainona - House,"$400,000",2300 m²,harare north
Pumula South - House,"$15,000",200 m²,bulawayo high density
Pumula South - House,"$26,000",300 m²,bulawayo high density
Ruwa - House,"$45,000",320 m²,ruwa
Aspindale Park - House,"$75,000",200 m²,harare west
Msasa Park - House,"$65,000",400 m²,harare south
Avonlea - House,"$160,000",1400 m²,harare west
Tynwald - House,"$80,000",687 m²,harare west
Mabelreign - House,"$125,000",1000 m²,harare west
Westgate - House,"$120,000",980 m²,harare west
Kuwadzana - House,"$35,000",300 m²,harare high density
Norton - House,"$30,000",200 m²,norton
Southview Park - House,"$55,000",240 m²,harare south
Zengeza - House,"$30,000",350 m²,chitungwiza
Vainona - House,"$320,000",2200 m²,harare north
Marimba Park - House,"$55,000",721 m²,harare high density
Southlea Park - House,"$30,000",200 m²,harare south
Greystone Park - House,"$750,000",6 bedrooms,harare north
Warren Park - House,"$60,000",300 m²,harare high density
Msasa Park - House,"$78,000",451 m²,harare south
Murambi - House,"$260,000",6000 m²,mutare
Warren Park - House,"$55,000",420 m²,harare high density
Eastlea - House,"$160,000",1 bathrooms,harare east
Borrowdale - House,"$140,000",2867 m²,harare north
Suburbs - House,"$100,000",2972 m²,bulawayo east
Crowhill Views - House,"$200,000",4 bedrooms,harare north
Ruwa - House,"$55,000",490 m²,ruwa
Hatfield - House,"$185,000",4064 m²,harare south
Damofalls - House,"$58,000",600 m²,damofalls
Southlea Park - House,"$60,000",230 m²,harare south
Belvedere - House,"$180,000",1586 m²,harare west
Glen Lorne - House,"$320,000",4000 m²,harare north
"Daylesford - House, Townhouse Complex","$89,000",200 m²,gweru
Mabelreign - House,"$93,000",1000 m²,harare west
Westgate - House,"$80,000",2000 m²,harare west
Budiriro - House,"$60,000",280 m²,harare high density
Ashdown Park - House,"$135,000",998 m²,harare west
Glen Norah - House,"$35,000",100 m²,harare high density
Manyame Park - House,"$24,000",200 m²,chitungwiza
Glen Lorne - House,"$550,000",6397 m²,harare north
Mainway Meadows - House,"$85,000",526 m²,harare south
Mabvuku - House,"$18,000",300 m²,harare high density
Glen Lorne - House,"$300,000",4000 m²,harare north
Aspindale Park - House,"$75,000",200 m²,harare west
Chitungwiza - House,"$29,000",250 m²,chitungwiza
Ballantyne Park - House,"$600,000",4067 m²,harare north
Gletwin Park - House,"$420,000",1898 m²,harare north
Aspindale Park - House,"$65,000",200 m²,harare west
Warren Park - House,"$45,000",200 m²,harare high density
Domboshawa - House,"$40,000",1000 m²,domboshawa
Chadcombe - House,"$120,000",4000 m²,harare south
Northlea - House,"$70,000",2246 m²,gweru
Chisipite - House,"$835,000",4000 m²,harare north
Haig Park - House,"$120,000",964 m²,harare west
Zengeza - House,"$18,000",160 m²,chitungwiza
Old Windsor - House,"$35,000",109 m²,ruwa
Prospect - House,"$130,000",4000 m²,harare south
Mainway Meadows - House,"$100,000",544 m²,harare south
Victoria Falls - House,"$630,000",3432 m²,victoria falls
Borrowdale - House,"$380,000",3000 m²,harare north
Mainway Meadows - House,"$100,000",544 m²,harare south
Chadcombe - House,"$160,000",4200 m²,harare south
Mabelreign - House,"$130,000",1837 m²,harare west
Borrowdale - House,"$380,000",3000 m²,harare north
Stoneridge - House,"$30,000",300 m²,harare south
Madokero - House,"$105,000",420 m²,harare west
Damofalls - House,"$60,000",200 m²,damofalls
Marlborough - House,"$1,150,000",8239 m²,harare west
Budiriro - House,"$40,000",300 m²,harare high density
"Avenues - House, Townhouse Complex","$170,000",245 m²,harare cbd
Southerton - House,"$70,000",800 m²,harare south
Philadelphia - House,"$240,000",2000 m²,harare north
Aspindale Park - House,"$75,000",399 m²,harare west
Hillside - House,"$220,000",2 bathrooms,harare south
Chegutu - House,"$90,000",4047 m²,chegutu
Hatfield - House,"$150,000",4047 m²,harare south
Zimre Park - House,"$120,000",2100 m²,harare east
Greendale - House,"$200,000",2000 m²,harare east
"Mount Pleasant - House, Townhouse Complex","$295,000",1300 m²,harare north
Suburbs - House,"$200,000",3 bedrooms,bulawayo east
Bulawayo City Centre - House,"$28,000",1 bathrooms,bulawayo cbd industrial
Kumalo - House,"$315,000",3 bedrooms,bulawayo east
Norton - House,"$36,000",250 m²,norton
Chikanga - House,"$35,000",300 m²,mutare
Glen Norah - House,"$35,000",350 m²,harare high density
Marlborough - House,"$180,000",3300 m²,harare west
Chitungwiza - House,"$25,000",200 m²,chitungwiza
Chitungwiza - House,"$37,000",212 m²,chitungwiza
Vainona - House,"$700,000",8000 m²,harare north
Queensdale - House,"$95,000",712 m²,harare south
Northlea - House,"$75,000",2246 m²,gweru
Glen Lorne - House,"$320,000",4100 m²,harare north
Norton - House,"$45,000",300 m²,norton
Glaudina - House,"$19,000",300 m²,harare west
Chadcombe - House,"$160,000",4100 m²,harare south
Mabvuku - House,"$20,000",200 m²,harare high density
Zimre Park - House,"$75,000",2000 m²,harare east
Norton - House,"$25,000",270 m²,norton
Zengeza - House,"$45,000",300 m²,chitungwiza
Eastlea - House,"$220,000",1000 m²,harare east
Zimre Park - House,"$62,000",812 m²,harare east
Hatfield - House,"$155,000",4000 m²,harare south
Greystone Park - House,"$550,000",4171 m²,harare north
Aspindale Park - House,"$70,000",302 m²,harare west
Manresa - House,"$220,000",2000 m²,harare east
Alexandra Park - House,"$650,000",2136 m²,harare north
Kuwadzana - House,"$30,000",300 m²,harare high density
"Arlington - House, Townhouse Complex","$139,000",602 m²,harare south
Mount Pleasant Heights - House,"$220,000",2000 m²,harare north
Dzivarasekwa - House,"$25,000",200 m²,harare high density
Domboshawa - House,"$50,000",1000 m²,domboshawa
Kuwadzana - House,"$37,000",250 m²,harare high density
Magwegwe - House,"$28,000",200 m²,bulawayo high density
Tafara - House,"$35,000",300 m²,harare high density
Woodville - House,"$135,000",600 m²,bulawayo north
Highfield - House,"$35,000",349 m²,harare high density
Cold Comfort - House,"$65,000",500 m²,harare west
Glen Lorne - House,"$350,000",4500 m²,harare north
Cold Comfort - House,"$17,000",400 m²,harare west
Cold Comfort - House,"$105,000",2753 m²,harare west
Cold Comfort - House,"$100,000",2753 m²,harare west
Ruwa - House,"$60,000",2318 m²,ruwa
Ruwa - House,"$45,000",648 m²,ruwa
Shawasha Hills - House,"$380,000",2000 m²,harare north
Hatfield - House,"$115,000",5000 m²,harare south
Ruwa - House,"$60,000",812 m²,ruwa
Monavale - House,"$120,000",500 m²,harare west
"Arlington - House, Townhouse Complex","$135,000",300 m²,harare south
Dawnview Park - House,"$90,000",353 m²,harare west
Budiriro - House,"$35,000",300 m²,harare high density
Zengeza - House,"$26,000",250 m²,chitungwiza
Marimba Park - House,"$120,000",800 m²,harare high density
Shawasha Hills - House,"$360,000",4047 m²,harare north
Zengeza - House,"$32,000",380 m²,chitungwiza
Snake Park - House,"$26,000",350 m²,harare high density
Ruwa - House,"$35,000",450 m²,ruwa
Bindura - House,"$165,000",1710 m²,bindura
Avondale - House,"$350,000",2 bathrooms,harare north
Crowhill Views - House,"$200,000",1000 m²,harare north
Kariba - House,"$39,000",300 m²,kariba
Budiriro - House,"$28,000",300 m²,harare high density
"Burnside - House, Townhouse Complex","$485,000",3 bathrooms,bulawayo east
Chitungwiza - House,"$20,000",160 m²,chitungwiza
Glaudina - House,"$65,000",358 m²,harare west
Gletwin Park - House,"$280,000",2000 m²,harare north
Crowhill Views - House,"$55,000",1000 m²,harare north
Greendale - House,"$250,000",4000 m²,harare east
Chitungwiza - House,"$25,000",200 m²,chitungwiza
Glen Norah - House,"$52,000",325 m²,harare high density
Zimre Park - House,"$110,000",1818 m²,harare east
Ballantyne Park - House,"$269,999",500 m²,harare north
"Kariba - House, House","$150,000",875 m²,kariba
Fortunes Gate - House,"$120,000",4000 m²,bulawayo east
Borrowdale Brooke - House,"$1,000,000",2300 m²,harare north
"Barham Green - House, House","$75,000",793 m²,bulawayo south
Budiriro - House,"$30,000",307 m²,harare high density
Waterfalls - House,"$150,000",4134 m²,harare south
Warren Park - House,"$45,000",250 m²,harare high density
Glen View - House,"$46,000",350 m²,harare high density
Kumalo - House,"$325,000",3296 m²,bulawayo east
Dangamvura - House,"$26,000",300 m²,mutare
Chivhu - House,"$24,000",300 m²,chivhu
Sunway City - House,"$75,000",3291 m²,harare east
Westgate - House,"$120,000",980 m²,harare west
Greystone Park - House,"$300,000",4600 m²,harare north
Marondera - House,"$35,000",1000 m²,marondera
Murambi - House,"$280,000",4251 m²,mutare
Eastlea - House,"$300,000",1558 m²,harare east
Parktown - House,"$85,000",1000 m²,harare south
Southview Park - House,"$38,000",240 m²,harare south
Morningside - House,"$115,000",1590 m²,bulawayo south
"Matsheumhlope - House, Townhouse Complex, House, Townhouse Complex","$350,000",8000 m²,bulawayo east
Burnside - House,"$280,000",8069 m²,bulawayo east
Whitecliff - House,"$83,000",2100 m²,harare west
Damofalls - House,"$45,000",400 m²,damofalls
Glen Norah - House,"$32,500",200 m²,harare high density
Nkwisi Gardens - House,"$52,000",500 m²,harare west
Charlotte Brooke - House,"$60,000",2000 m²,harare north
Ruwa - House,"$30,000",200 m²,ruwa
Kuwadzana - House,"$31,000",150 m²,harare high density
Chitungwiza - House,"$30,000",250 m²,chitungwiza
Kumalo - House,"$170,000",2465 m²,bulawayo east
"Famona - House, Townhouse Complex, House, Townhouse Complex","$98,000",2 bathrooms,bulawayo south
Seke - House,"$40,000",200 m²,seke
Glen View - House,"$35,000",200 m²,harare high density
Gletwin Park - House,"$400,000",2000 m²,harare north
Rhodene - House,"$95,000",3020 m²,masvingo
Mkoba - House,"$30,000",416 m²,gweru
Kadoma - House,"$62,000",1681 m²,kadoma
Mkoba - House,"$35,000",450 m²,gweru
Arlington - House,"$130,000",2100 m²,harare south
Mabelreign - House,"$195,000",4047 m²,harare west
Strathaven - House,"$180,000",500 m²,harare west
Hillside - House,"$135,000",4047 m²,bulawayo south
Aspindale Park - House,"$75,000",200 m²,harare west
Waterfalls - House,"$32,000",200 m²,harare south
Chitungwiza - House,"$32,000",300 m²,chitungwiza
Domboshawa - House,"$13,000",325 m²,domboshawa
Ruwa - House,"$31,000",300 m²,ruwa
Greystone Park - House,"$550,000",9400 m²,harare north
Mount Pleasant - House,"$350,000",4714 m²,harare north
Budiriro - House,"$21,000",288 m²,harare high density
Highfield - House,"$28,000",250 m²,harare high density
Greystone Park - House,"$790,000",8000 m²,harare north
Concession - House,"$47,000",450 m²,concession
Mainway Meadows - House,"$85,000",500 m²,harare south
Tynwald - House,"$109,000",400 m²,harare west
Fairview - House,"$155,000",1000 m²,harare west
Budiriro - House,"$35,000",300 m²,harare high density
Fairbridge Park - House,"$120,000",3415 m²,mutare
Richmond - House,"$150,000",18037 m²,bulawayo north
Hillside - House,"$164,000",2578 m²,bulawayo south
Selbourne Park - House,"$170,000",4 bathrooms,bulawayo east
Mount Pleasant - House,"$280,000",4000 m²,harare north
Chitungwiza - House,"$30,000",1 bathrooms,chitungwiza
Chitungwiza - House,"$37,000",2000 m²,chitungwiza
Chitungwiza - House,"$42,000",450 m²,chitungwiza
Cold Comfort - House,"$45,000",490 m²,harare west
"Hogerty Hill - House, Townhouse Complex","$195,000",1100 m²,harare north
Mabelreign - House,"$125,000",1800 m²,harare west
Avondale - House,"$290,000",2000 m²,harare north
Msasa - House,"$18,000",500 m²,harare east
Mabelreign - House,"$115,000",1800 m²,harare west
Hatfield - House,"$120,000",2523 m²,harare south
Masvingo - House,"$220,000",2519 m²,masvingo
Masvingo - House,"$220,000",2814 m²,masvingo
Mabelreign - House,"$110,000",982 m²,harare west
Chadcombe - House,"$140,000",4100 m²,harare south
Chitungwiza - House,"$30,000",300 m²,chitungwiza
Ruwa - House,"$90,000",800 m²,ruwa
Dawnview Park - House,"$62,000",400 m²,harare west
Dzivarasekwa - House,"$20,000",300 m²,harare high density
Southerton - House,"$85,000",501 m²,harare south
Zengeza - House,"$35,000",300 m²,chitungwiza
Chitungwiza - House,"$20,000",360 m²,chitungwiza
Greendale - House,"$279,000",4500 m²,harare east
Bluff Hill - House,"$90,000",300 m²,harare west
Borrowdale - House,"$720,000",4047 m²,harare north
Braeside - House,"$120,000",1142 m²,harare south
Pomona - House,"$570,000",8119 m²,harare north
Eastlea - House,"$350,000",1584 m²,harare east
Greystone Park - House,"$500,000",9400 m²,harare north
Dawnview Park - House,"$69,000",427 m²,harare west
"Juliasdale - House, Townhouse Complex","$350,000",213220000 m²,juliasdale
Tafara - House,"$13,000",200 m²,harare high density
Mufakose - House,"$25,000",300 m²,harare high density
Waterfalls - House,"$95,000",1000 m²,harare south
Chitungwiza - House,"$20,000",500 m²,chitungwiza
"Borrowdale - House, House","$480,000",3000 m²,harare north
Norton - House,"$26,000",300 m²,norton
Mufakose - House,"$25,000",300 m²,harare high density
Waterfalls - House,"$95,000",1000 m²,harare south
Chitungwiza - House,"$20,000",500 m²,chitungwiza
"Borrowdale - House, House","$480,000",3000 m²,harare north
Norton - House,"$26,000",300 m²,norton
Mabelreign - House,"$95,000",1000 m²,harare west
Manyame Park - House,"$35,000",300 m²,chitungwiza
Mabelreign - House,"$105,000",900 m²,harare west
Zengeza - House,"$38,000",300 m²,chitungwiza
Seke - House,"$25,000",1300 m²,seke
Msasa Park - House,"$22,000",550 m²,harare south
Kuwadzana - House,"$29,500",300 m²,harare high density
Damofalls - House,"$47,000",308 m²,damofalls
Tynwald - House,"$70,000",450 m²,harare west
Kambuzuma - House,"$45,000",255 m²,harare high density
Mvurwi - House,"$35,000",300 m²,mvurwi
"Newlands - House, Townhouse Complex","$70,000",404 m²,harare north
Newlands - House,"$420,000",4000 m²,harare north
Madokero - House,"$108,000",420 m²,harare west
Hatfield - House,"$135,000",390 m²,harare south
Hatfield - House,"$135,000",380 m²,harare south
Westlea - House,"$190,000",700 m²,harare west
Manyame Park - House,"$35,000",279 m²,chitungwiza
Greystone Park - House,"$270,000",4047 m²,harare north
Waterfalls - House,"$110,000",1500 m²,harare south
Bluff Hill - House,"$140,000",2000 m²,harare west
Budiriro - House,"$18,000",300 m²,harare high density
Mainway Meadows - House,"$95,000",600 m²,harare south
Chikanga - House,"$18,500",312 m²,mutare
Crowhill Views - House,"$170,000",1000 m²,harare north
Madokero - House,"$90,000",400 m²,harare west
"Marlborough - House, Townhouse Complex","$1,100,000",8239 m²,harare west
Dzivarasekwa - House,"$20,000",200 m²,harare high density
Beatrice - House,"$45,000",1300 m²,beatrice
Mt Pleasant Heights - House,"$210,000",1800 m²,harare west
Glen Lorne - House,"$350,000",4000 m²,harare north
Chegutu - House,"$35,000",325 m²,chegutu
Hatcliffe - House,"$39,000",500 m²,harare high density
Mount Pleasant Heights - House,"$210,000",2000 m²,harare north
Southlea Park - House,"$18,000",300 m²,harare south
Zengeza - House,"$30,000",200 m²,chitungwiza
Christon Bank - House,"$850,000",16000 m²,christon bank
Dangamvura - House,"$18,000",200 m²,mutare
Waterfalls - House,"$150,000",2000 m²,harare south
Dangamvura - House,"$18,500",300 m²,mutare
Glen Norah - House,"$55,000",367 m²,harare high density
Alexandra Park - House,"$780,000",4239 m²,harare north
Cold Comfort - House,"$95,000",2753 m²,harare west
"Arlington - House, Townhouse Complex","$135,000",380 m²,harare south
Chadcombe - House,"$185,000",1872 m²,harare south
Marlborough - House,"$200,000",1350 m²,harare west
"Marlborough - House, Townhouse Complex","$185,000",4047 m²,harare west
Mount Pleasant - House,"$495,000",4095 m²,harare north
Southlea Park - House,"$23,000",200 m²,harare south
Mabelreign - House,"$75,000",970 m²,harare west
Budiriro - House,"$45,000",300 m²,harare high density
Mainway Meadows - House,"$90,000",544 m²,harare south
Ballantyne Park - House,"$650,000",3 bathrooms,harare north
Matidoda - House,"$60,000",600 m²,harare west
Zimre Park - House,"$80,000",2000 m²,harare east
Dangamvura - House,"$21,000",300 m²,mutare
New Marlborough - House,"$65,000",1000 m²,harare west
Damofalls - House,"$30,000",300 m²,damofalls
Greendale - House,"$220,000",2050 m²,harare east
Madokero - House,"$75,000",400 m²,harare west
"Chikanga - House, House","$48,000",300 m²,mutare
Warren Park - House,"$50,000",200 m²,harare high density
Ballantyne Park - House,"$320,000",4067 m²,harare north
Borrowdale Brooke - House,"$1,200,000",2000 m²,harare north
"Marimba Park - House, Townhouse Complex","$45,000",1300 m²,harare high density
Murambi - House,"$150,000",4094 m²,mutare
Upper Hillside - House,"$200,000",1473 m²,harare east
Braeside - House,"$130,000",964 m²,harare south
Charlotte Brooke - House,"$70,000",1200 m²,harare north
Msasa Park - House,"$70,000",462 m²,harare south
Bordervale - House,"$100,000",1539 m²,mutare
Glen View - House,"$24,000",200 m²,harare high density
Umwinsidale - House,"$900,000",50000 m²,harare north
Aspindale Park - House,"$75,000",200 m²,harare west
"Palmerston - House, House","$105,000",2000 m²,mutare
Old Windsor - House,"$150,000",5000 m²,ruwa
Kariba - House,"$40,000",300 m²,kariba
Budiriro - House,"$58,000",300 m²,harare high density
Greendale - House,"$290,000",5773 m²,harare east
Westgate - House,"$125,000",1083 m²,harare west
Zimre Park - House,"$60,000",1300 m²,harare east
Norton - House,"$36,000",1800 m²,norton
Murambi - House,"$105,000",4000 m²,mutare
Mkoba - House,"$32,000",300 m²,gweru
Ruwa - House,"$59,000",300 m²,ruwa
Madokero - House,"$75,000",402 m²,harare west
Ruwa - House,"$90,000",800 m²,ruwa
